# Bench capture -- DAQ-2200, firmware 4.11b
# operator: A. Du
# date: 2026-03-14T09:15:00+08:00
# sample_rate_hz = 500
# columns: index ; time_s ; channel_a_volts ; probe_temp_c ; status
#
# NOTE: status=OK means the sample is trustworthy. Anything else is not.

920 ; 1.840000 ; -0.82273 ; 25.158 ; OK
921 ; 1.842000 ; -0.45595 ; 25.153 ; OK
922 ; 1.844000 ; -0.60824 ; 25.200 ; OK
923 ; 1.846000 ; -0.58408 ; 25.188 ; OK
924 ; 1.848000 ; -0.82711 ; 25.279 ; OK
925 ; 1.850000 ; -0.99960 ; 25.165 ; OK
926 ; 1.852000 ; -1.41665 ; 25.217 ; OK
927 ; 1.854000 ; -1.01467 ; 25.234 ; OK
928 ; 1.856000 ; -0.80179 ; 25.211 ; OK
929 ; 1.858000 ; -0.52451 ; 25.197 ; OK
930 ; 1.860000 ; 0.24080 ; 25.205 ; OK
931 ; 1.862000 ; 0.65666 ; 25.178 ; OK
932 ; 1.864000 ; 1.47148 ; 25.206 ; OK
933 ; 1.866000 ; 1.52809 ; 25.232 ; OK
934 ; 1.868000 ; 1.71831 ; 25.193 ; OK
935 ; 1.870000 ; 0.88794 ; 25.212 ; OK
936 ; 1.872000 ; 1.24581 ; 25.207 ; OK
937 ; 1.874000 ; 0.60408 ; 25.209 ; OK
938 ; 1.876000 ; 1.19360 ; 25.184 ; OK
939 ; 1.878000 ; 0.96603 ; 25.251 ; OK
940 ; 1.880000 ; 0.99320 ; 25.241 ; OK
941 ; 1.882000 ; 1.60310 ; 25.233 ; OK
942 ; 1.884000 ; 2.15810 ; 25.297 ; OK
943 ; 1.886000 ; 2.12866 ; 25.262 ; OK
944 ; 1.888000 ; 2.15932 ; 25.259 ; OK
945 ; 1.890000 ; 2.76498 ; 25.392 ; OK
946 ; 1.892000 ; 2.87454 ; 25.315 ; OK
947 ; 1.894000 ; 2.11263 ; 25.310 ; OK
948 ; 1.896000 ; 1.59945 ; 25.271 ; OK
949 ; 1.898000 ; 1.93001 ; 25.318 ; OK
950 ; 1.900000 ; 0.98173 ; 25.279 ; OK
951 ; 1.902000 ; 0.65042 ; 25.271 ; OK
952 ; 1.904000 ; 1.25771 ; 25.384 ; OK
953 ; 1.906000 ; 1.51189 ; 25.313 ; OK
954 ; 1.908000 ; 1.91244 ; 25.292 ; OK
955 ; 1.910000 ; 1.79276 ; 25.266 ; OK
956 ; 1.912000 ; 1.83076 ; 25.350 ; OK
957 ; 1.914000 ; 2.16288 ; 25.292 ; OK
958 ; 1.916000 ; 1.40218 ; 25.315 ; OK
959 ; 1.918000 ; 1.11258 ; 25.409 ; OK
960 ; 1.920000 ; 0.51518 ; 25.352 ; OK
961 ; 1.922000 ; 0.35539 ; 25.328 ; OK
962 ; 1.924000 ; -0.42585 ; 25.331 ; OK
963 ; 1.926000 ; -0.76002 ; 25.494 ; OK
964 ; 1.928000 ; -0.46417 ; 25.251 ; OK
965 ; 1.930000 ; -0.03796 ; 25.362 ; OK
966 ; 1.932000 ; 0.11602 ; 25.312 ; OK
967 ; 1.934000 ; 0.07720 ; 25.331 ; OK
968 ; 1.936000 ; 0.34521 ; 25.391 ; OK
969 ; 1.938000 ; -0.12810 ; 25.287 ; OK
970 ; 1.940000 ; -0.17717 ; 25.228 ; OK
971 ; 1.942000 ; -0.79769 ; 25.497 ; OK
972 ; 1.944000 ; -1.63847 ; 25.354 ; OK
973 ; 1.946000 ; -1.87816 ; 25.383 ; OK
974 ; 1.948000 ; -2.24067 ; 25.425 ; OK
975 ; 1.950000 ; -2.15013 ; 25.387 ; OK
976 ; 1.952000 ; -2.07347 ; 25.434 ; OK
977 ; 1.954000 ; -1.74412 ; 25.461 ; OK
978 ; 1.956000 ; -1.19366 ; 25.401 ; OK
979 ; 1.958000 ; -1.01036 ; 25.451 ; OK
980 ; 1.960000 ; -1.17088 ; 25.297 ; OK
981 ; 1.962000 ; -1.65239 ; 25.347 ; OK
982 ; 1.964000 ; -1.43189 ; 25.495 ; OK
983 ; 1.966000 ; -2.24211 ; 25.513 ; OK
984 ; 1.968000 ; -2.79208 ; 25.448 ; OK
985 ; 1.970000 ; -3.15032 ; 25.435 ; OK
986 ; 1.972000 ; -2.36578 ; 25.559 ; OK
987 ; 1.974000 ; -2.09195 ; 25.438 ; OK
988 ; 1.976000 ; -1.82480 ; 25.460 ; OK
989 ; 1.978000 ; -1.31248 ; 25.416 ; OK
990 ; 1.980000 ; -0.57008 ; 25.476 ; OK
991 ; 1.982000 ; -0.59404 ; 25.407 ; OK
992 ; 1.984000 ; -0.26747 ; 25.501 ; OK
993 ; 1.986000 ; -0.89493 ; 25.463 ; OK
994 ; 1.988000 ; -0.71017 ; 25.484 ; OK
995 ; 1.990000 ; -1.19173 ; 25.537 ; OK
996 ; 1.992000 ; -1.33857 ; 25.460 ; OK
997 ; 1.994000 ; -1.65936 ; 25.484 ; OK
998 ; 1.996000 ; -0.67846 ; 25.361 ; OK
999 ; 1.998000 ; -0.80921 ; 25.587 ; OK
1000 ; 2.000000 ; 0.02923 ; 25.448 ; OK
1001 ; 2.002000 ; 0.51093 ; 25.530 ; OK
1002 ; 2.004000 ; 1.10413 ; 25.464 ; OK
1003 ; 2.006000 ; 1.07773 ; 25.430 ; OK
1004 ; 2.008000 ; 1.56085 ; 25.601 ; OK
1005 ; 2.010000 ; 1.07465 ; 25.658 ; OK
1006 ; 2.012000 ; 0.86268 ; 25.493 ; OK
1007 ; 2.014000 ; 0.81618 ; 25.534 ; OK
1008 ; 2.016000 ; -0.18904 ; 25.559 ; OK
1009 ; 2.018000 ; 0.39043 ; 25.458 ; OK
1010 ; 2.020000 ; 0.99233 ; 25.546 ; OK
1011 ; 2.022000 ; 1.26546 ; 25.597 ; OK
1012 ; 2.024000 ; -999.0 ; 25.547 ; ERR
1013 ; 2.026000 ; 2.31033 ; 25.530 ; OK
1014 ; 2.028000 ; 2.67727 ; 25.532 ; OK
1015 ; 2.030000 ; 2.27373 ; 25.629 ; OK
1016 ; 2.032000 ; 2.29769 ; 25.658 ; OK
1017 ; 2.034000 ; 2.02508 ; 25.500 ; OK
1018 ; 2.036000 ; 5.00000 ; 25.599 ; SAT
1019 ; 2.038000 ; 1.25096 ; 25.597 ; OK
1020 ; 2.040000 ; 1.03723 ; 25.542 ; OK
1021 ; 2.042000 ; 1.01236 ; 25.472 ; OK
1022 ; 2.044000 ; 1.05645 ; 25.566 ; OK
1023 ; 2.046000 ; 2.26756 ; 25.640 ; OK
1024 ; 2.048000 ; 2.10027 ; 25.585 ; OK
1025 ; 2.050000 ; 2.49433 ; 25.616 ; OK
1026 ; 2.052000 ; 2.57860 ; 25.629 ; OK
1027 ; 2.054000 ; 1.94230 ; 25.726 ; OK
1028 ; 2.056000 ; 1.85357 ; 25.594 ; OK
1029 ; 2.058000 ; 0.94910 ; 25.571 ; OK
1030 ; 2.060000 ; 0.42014 ; 25.596 ; OK
1031 ; 2.062000 ; 0.24326 ; 25.650 ; OK
1032 ; 2.064000 ; -0.44888 ; 25.610 ; OK
1033 ; 2.066000 ; -0.23213 ; 25.669 ; OK
1034 ; 2.068000 ; -0.41489 ; 25.652 ; OK
1035 ; 2.070000 ; 0.00499 ; 25.585 ; OK
1036 ; 2.072000 ; 0.70044 ; 25.641 ; OK
1037 ; 2.074000 ; 0.26724 ; 25.700 ; OK
1038 ; 2.076000 ; 0.29219 ; 25.716 ; OK
1039 ; 2.078000 ; -0.28514 ; 25.603 ; OK
1040 ; 2.080000 ; -0.30936 ; 25.586 ; OK
1041 ; 2.082000 ; -1.06434 ; 25.631 ; OK
1042 ; 2.084000 ; -1.68780 ; 25.694 ; OK
1043 ; 2.086000 ; -2.25384 ; 25.716 ; OK
1044 ; 2.088000 ; -2.29092 ; 25.738 ; OK
1045 ; 2.090000 ; -2.14232 ; 25.694 ; OK
1046 ; 2.092000 ; -1.47558 ; 25.661 ; OK
1047 ; 2.094000 ; -1.53357 ; 25.684 ; OK
1048 ; 2.096000 ; -1.06157 ; 25.736 ; OK
1049 ; 2.098000 ; -0.85483 ; 25.670 ; OK
1050 ; 2.100000 ; -1.50013 ; 25.667 ; OK
1051 ; 2.102000 ; -1.29800 ; 25.711 ; OK
1052 ; 2.104000 ; -1.76746 ; 25.706 ; OK
1053 ; 2.106000 ; -2.60026 ; 25.672 ; OK
1054 ; 2.108000 ; -2.75688 ; 25.728 ; OK
1055 ; 2.110000 ; -2.86378 ; 25.734 ; OK
1056 ; 2.112000 ; -2.87591 ; 25.763 ; OK
1057 ; 2.114000 ; -2.11276 ; 25.675 ; OK
1058 ; 2.116000 ; -1.73237 ; 25.723 ; OK
1059 ; 2.118000 ; -1.38413 ; 25.797 ; OK
1060 ; 2.120000 ; -1.03295 ; 25.806 ; OK
1061 ; 2.122000 ; -0.79062 ; 25.746 ; OK
1062 ; 2.124000 ; -0.86068 ; 25.711 ; OK
1063 ; 2.126000 ; -0.91352 ; 25.654 ; OK
1064 ; 2.128000 ; -1.17616 ; 25.800 ; OK
1065 ; 2.130000 ; -1.54596 ; 25.698 ; OK
1066 ; 2.132000 ; -1.89262 ; 25.740 ; OK
1067 ; 2.134000 ; -1.19470 ; 25.731 ; OK
1068 ; 2.136000 ; -1.13920 ; 25.803 ; OK
1069 ; 2.138000 ; -1.04718 ; 25.843 ; OK
1070 ; 2.140000 ; -0.05508 ; 25.766 ; OK
1071 ; 2.142000 ; 0.30885 ; 25.764 ; OK
1072 ; 2.144000 ; 0.76334 ; 25.804 ; OK
1073 ; 2.146000 ; 1.21845 ; 25.804 ; OK
1074 ; 2.148000 ; 1.18850 ; 25.901 ; OK
1075 ; 2.150000 ; 0.96447 ; 25.728 ; OK
1076 ; 2.152000 ; 0.06210 ; 25.804 ; OK
1077 ; 2.154000 ; 0.35087 ; 25.867 ; OK
1078 ; 2.156000 ; -0.23144 ; 25.829 ; OK
1079 ; 2.158000 ; 0.39462 ; 25.751 ; OK
1080 ; 2.160000 ; 0.77017 ; 25.799 ; OK
1081 ; 2.162000 ; 0.83630 ; 25.757 ; OK
1082 ; 2.164000 ; 1.99991 ; 25.813 ; OK
1083 ; 2.166000 ; 2.52483 ; 25.870 ; OK
1084 ; 2.168000 ; 2.81681 ; 25.811 ; OK
1085 ; 2.170000 ; 2.33071 ; 25.892 ; OK
1086 ; 2.172000 ; 2.72265 ; 25.878 ; OK
1087 ; 2.174000 ; 2.19147 ; 25.886 ; OK
1088 ; 2.176000 ; 1.75550 ; 25.817 ; OK
1089 ; 2.178000 ; 1.57594 ; 25.840 ; OK
1090 ; 2.180000 ; 1.32931 ; 25.848 ; OK
1091 ; 2.182000 ; 1.00831 ; 25.853 ; OK
1092 ; 2.184000 ; 1.64450 ; 25.867 ; OK
1093 ; 2.186000 ; 1.74253 ; 25.774 ; OK
1094 ; 2.188000 ; 2.37128 ; 25.906 ; OK
1095 ; 2.190000 ; 2.35199 ; 25.918 ; OK
1096 ; 2.192000 ; 2.38048 ; 25.855 ; OK
1097 ; 2.194000 ; 2.11630 ; 25.846 ; OK
1098 ; 2.196000 ; 1.29358 ; 25.822 ; OK
1099 ; 2.198000 ; 1.66343 ; 25.901 ; OK
1100 ; 2.200000 ; 0.90813 ; 25.825 ; OK
1101 ; 2.202000 ; 0.79585 ; 25.895 ; OK
1102 ; 2.204000 ; 0.25065 ; 25.909 ; OK
1103 ; 2.206000 ; -0.10539 ; 25.932 ; OK
1104 ; 2.208000 ; 0.36703 ; 25.819 ; OK
1105 ; 2.210000 ; 0.54852 ; 25.835 ; OK
1106 ; 2.212000 ; 1.54942 ; 25.922 ; OK
1107 ; 2.214000 ; 0.67211 ; 25.950 ; OK
1108 ; 2.216000 ; 0.47223 ; 25.996 ; OK
1109 ; 2.218000 ; 0.16872 ; 25.881 ; OK
1110 ; 2.220000 ; -0.16871 ; 25.954 ; OK
1111 ; 2.222000 ; -0.40799 ; 26.032 ; OK
1112 ; 2.224000 ; -1.38027 ; 25.898 ; OK
1113 ; 2.226000 ; -1.64356 ; 25.987 ; OK
1114 ; 2.228000 ; -1.42793 ; 25.974 ; OK
1115 ; 2.230000 ; -2.02231 ; 26.010 ; OK
1116 ; 2.232000 ; -1.32779 ; 25.985 ; OK
1117 ; 2.234000 ; -0.86986 ; 25.924 ; OK
1118 ; 2.236000 ; -1.11304 ; 25.951 ; OK
1119 ; 2.238000 ; -1.31431 ; 26.051 ; OK
1120 ; 2.240000 ; -0.99659 ; 26.019 ; OK
1121 ; 2.242000 ; -1.19849 ; 25.963 ; OK
1122 ; 2.244000 ; -1.90149 ; 26.066 ; OK
1123 ; 2.246000 ; -2.70181 ; 25.951 ; OK
1124 ; 2.248000 ; -2.67359 ; 26.007 ; OK
1125 ; 2.250000 ; -2.83864 ; 26.002 ; OK
1126 ; 2.252000 ; -2.32189 ; 26.021 ; OK
1127 ; 2.254000 ; -2.51839 ; 26.078 ; OK
1128 ; 2.256000 ; -2.08038 ; 26.019 ; OK
1129 ; 2.258000 ; -1.53935 ; 26.065 ; OK
1130 ; 2.260000 ; -0.76454 ; 26.044 ; OK
1131 ; 2.262000 ; -0.83747 ; 26.043 ; OK
1132 ; 2.264000 ; -1.22716 ; 26.023 ; OK
1133 ; 2.266000 ; -0.88420 ; 26.113 ; OK
1134 ; 2.268000 ; -1.81751 ; 25.983 ; OK
1135 ; 2.270000 ; -1.75219 ; 26.033 ; OK
1136 ; 2.272000 ; -2.04850 ; 26.072 ; OK
1137 ; 2.274000 ; -2.05337 ; 26.080 ; OK
1138 ; 2.276000 ; -1.69381 ; 26.026 ; OK
1139 ; 2.278000 ; -0.69628 ; 26.003 ; OK
1140 ; 2.280000 ; -0.07503 ; 26.092 ; OK
1141 ; 2.282000 ; 0.06805 ; 26.047 ; OK
1142 ; 2.284000 ; 0.53260 ; 26.115 ; OK
1143 ; 2.286000 ; 1.22856 ; 26.007 ; OK
1144 ; 2.288000 ; 0.70552 ; 26.108 ; OK
1145 ; 2.290000 ; 0.70584 ; 26.112 ; OK
1146 ; 2.292000 ; 0.12759 ; 26.122 ; OK
1147 ; 2.294000 ; 0.25517 ; 26.060 ; OK
1148 ; 2.296000 ; 0.58315 ; 26.158 ; OK
1149 ; 2.298000 ; 0.09338 ; 26.077 ; OK
1150 ; 2.300000 ; 0.59180 ; 26.129 ; OK
1151 ; 2.302000 ; 0.87631 ; 26.195 ; OK
1152 ; 2.304000 ; 1.75164 ; 26.049 ; OK
1153 ; 2.306000 ; 2.49146 ; 26.176 ; OK
1154 ; 2.308000 ; 2.30578 ; 26.026 ; OK
1155 ; 2.310000 ; 2.63310 ; 26.036 ; OK
1156 ; 2.312000 ; 2.18977 ; 26.144 ; OK
1157 ; 2.314000 ; 1.93036 ; 26.069 ; OK
1158 ; 2.316000 ; 1.36486 ; 26.126 ; OK
1159 ; 2.318000 ; 1.19682 ; 26.080 ; OK
1160 ; 2.320000 ; 1.62456 ; 26.144 ; OK
1161 ; 2.322000 ; 1.40113 ; 26.162 ; OK
1162 ; 2.324000 ; 1.68864 ; 26.141 ; OK
1163 ; 2.326000 ; 1.90388 ; 26.172 ; OK
1164 ; 2.328000 ; 2.39791 ; 26.121 ; OK
1165 ; 2.330000 ; 2.76530 ; 26.138 ; OK
1166 ; 2.332000 ; 2.68030 ; 26.078 ; OK
1167 ; 2.334000 ; 2.39646 ; 26.159 ; OK
1168 ; 2.336000 ; 1.53986 ; 26.142 ; OK
1169 ; 2.338000 ; 1.02840 ; 26.117 ; OK
1170 ; 2.340000 ; 0.82359 ; 26.224 ; OK
1171 ; 2.342000 ; 0.00622 ; 26.190 ; OK
1172 ; 2.344000 ; 0.09275 ; 26.160 ; OK
1173 ; 2.346000 ; 0.45770 ; 26.209 ; OK
1174 ; 2.348000 ; 0.61612 ; 26.159 ; OK
1175 ; 2.350000 ; 1.05533 ; 26.213 ; OK
1176 ; 2.352000 ; 1.16790 ; 26.243 ; OK
1177 ; 2.354000 ; 1.53336 ; 26.159 ; OK
1178 ; 2.356000 ; 0.83093 ; 26.303 ; OK
1179 ; 2.358000 ; 1.03994 ; 26.242 ; OK
1180 ; 2.360000 ; 0.01244 ; 26.261 ; OK
1181 ; 2.362000 ; -1.25120 ; 26.248 ; OK
1182 ; 2.364000 ; -1.19555 ; 26.249 ; OK
1183 ; 2.366000 ; -1.17294 ; 26.333 ; OK
1184 ; 2.368000 ; -1.47937 ; 26.236 ; OK
1185 ; 2.370000 ; -1.47017 ; 26.198 ; OK
1186 ; 2.372000 ; -1.52243 ; 26.289 ; OK
1187 ; 2.374000 ; -1.01536 ; 26.304 ; OK
1188 ; 2.376000 ; -0.59271 ; 26.218 ; OK
1189 ; 2.378000 ; -0.34604 ; 26.265 ; OK
1190 ; 2.380000 ; -1.04154 ; 26.319 ; OK
1191 ; 2.382000 ; -1.73768 ; 26.243 ; OK
1192 ; 2.384000 ; -1.76279 ; 26.212 ; OK
1193 ; 2.386000 ; -2.26483 ; 26.228 ; OK
1194 ; 2.388000 ; -2.32664 ; 26.293 ; OK
1195 ; 2.390000 ; -3.12285 ; 26.257 ; OK
1196 ; 2.392000 ; -2.39998 ; 26.323 ; OK
1197 ; 2.394000 ; -2.62115 ; 26.268 ; OK
1198 ; 2.396000 ; -2.26219 ; 26.281 ; OK
1199 ; 2.398000 ; -1.43553 ; 26.359 ; OK
1200 ; 2.400000 ; -0.70935 ; 26.357 ; OK
1201 ; 2.402000 ; -0.86680 ; 26.238 ; OK
1202 ; 2.404000 ; -1.02126 ; 26.372 ; OK
1203 ; 2.406000 ; -1.38930 ; 26.310 ; OK
1204 ; 2.408000 ; -2.11102 ; 26.306 ; OK
1205 ; 2.410000 ; -1.95966 ; 26.343 ; OK
1206 ; 2.412000 ; -2.24022 ; 26.301 ; OK
1207 ; 2.414000 ; -1.75912 ; 26.330 ; OK
1208 ; 2.416000 ; -1.52914 ; 26.328 ; OK
1209 ; 2.418000 ; -1.12687 ; 26.377 ; OK
1210 ; 2.420000 ; 0.10803 ; 26.326 ; OK
1211 ; 2.422000 ; -0.18170 ; 26.380 ; OK
1212 ; 2.424000 ; 0.31968 ; 26.337 ; OK
1213 ; 2.426000 ; 0.61405 ; 26.309 ; OK
1214 ; 2.428000 ; 0.20559 ; 26.333 ; OK
1215 ; 2.430000 ; 0.16425 ; 26.486 ; OK
1216 ; 2.432000 ; -0.18598 ; 26.398 ; OK
1217 ; 2.434000 ; -0.03587 ; 26.307 ; OK
1218 ; 2.436000 ; -0.46165 ; 26.392 ; OK
1219 ; 2.438000 ; 0.14443 ; 26.417 ; OK
1220 ; 2.440000 ; 0.16702 ; 26.441 ; OK
1221 ; 2.442000 ; 1.06672 ; 26.421 ; OK
1222 ; 2.444000 ; 1.67491 ; 26.427 ; OK
1223 ; 2.446000 ; 2.13684 ; 26.453 ; OK
1224 ; 2.448000 ; 2.27804 ; 26.386 ; OK
1225 ; 2.450000 ; 2.44090 ; 26.355 ; OK
1226 ; 2.452000 ; 1.72900 ; 26.440 ; OK
1227 ; 2.454000 ; 1.28706 ; 26.364 ; OK
1228 ; 2.456000 ; 1.25093 ; 26.399 ; OK
1229 ; 2.458000 ; 1.12763 ; 26.449 ; OK
1230 ; 2.460000 ; 1.37360 ; 26.436 ; OK
1231 ; 2.462000 ; NaN ; 26.414 ; ERR
1232 ; 2.464000 ; 1.75698 ; 26.446 ; OK
1233 ; 2.466000 ; 2.19597 ; 26.427 ; OK
1234 ; 2.468000 ; 2.84673 ; 26.420 ; OK
1235 ; 2.470000 ; 2.49128 ; 26.428 ; OK
1236 ; 2.472000 ; 2.38085 ; 26.395 ; OK
1237 ; 2.474000 ; 2.35774 ; 26.479 ; OK
1238 ; 2.476000 ; 2.05132 ; 26.378 ; OK
1239 ; 2.478000 ; 1.55615 ; 26.458 ; OK
1240 ; 2.480000 ; 0.84573 ; 26.452 ; OK
1241 ; 2.482000 ; 0.21437 ; 26.364 ; OK
1242 ; 2.484000 ; 0.32581 ; 26.493 ; OK
1243 ; 2.486000 ; 0.72630 ; 26.563 ; OK
1244 ; 2.488000 ; 0.85668 ; 26.541 ; OK
1245 ; 2.490000 ; 1.22624 ; 26.525 ; OK
1246 ; 2.492000 ; 2.01185 ; 26.546 ; OK
1247 ; 2.494000 ; 1.44224 ; 26.444 ; OK
1248 ; 2.496000 ; 0.81836 ; 26.520 ; OK
1249 ; 2.498000 ; 5.00000 ; 26.408 ; SAT
1250 ; 2.500000 ; 0.10001 ; 26.566 ; OK
1251 ; 2.502000 ; -0.33906 ; 26.407 ; OK
1252 ; 2.504000 ; -0.44885 ; 26.509 ; OK
1253 ; 2.506000 ; -1.50091 ; 26.479 ; OK
1254 ; 2.508000 ; -1.47045 ; 26.551 ; OK
1255 ; 2.510000 ; -0.81273 ; 26.568 ; OK
1256 ; 2.512000 ; -1.04977 ; 26.551 ; OK
1257 ; 2.514000 ; -0.40832 ; 26.606 ; OK
1258 ; 2.516000 ; -0.74479 ; 26.524 ; OK
1259 ; 2.518000 ; -0.60708 ; 26.545 ; OK
1260 ; 2.520000 ; -0.49102 ; 26.658 ; OK
1261 ; 2.522000 ; -1.48758 ; 26.500 ; OK
1262 ; 2.524000 ; -2.08670 ; 26.520 ; OK
1263 ; 2.526000 ; -1.92679 ; 26.570 ; OK
1264 ; 2.528000 ; -2.40964 ; 26.584 ; OK
1265 ; 2.530000 ; -2.75224 ; 26.636 ; OK
1266 ; 2.532000 ; -2.18296 ; 26.581 ; OK
1267 ; 2.534000 ; -2.21090 ; 26.630 ; OK
1268 ; 2.536000 ; -1.66320 ; 26.583 ; OK
1269 ; 2.538000 ; -1.39090 ; 26.669 ; OK
1270 ; 2.540000 ; -0.92064 ; 26.636 ; OK
1271 ; 2.542000 ; -1.29445 ; 26.624 ; OK
1272 ; 2.544000 ; -1.98564 ; 26.720 ; OK
1273 ; 2.546000 ; -1.06419 ; 26.572 ; OK
1274 ; 2.548000 ; -2.07405 ; 26.640 ; OK
1275 ; 2.550000 ; -2.14520 ; 26.635 ; OK
1276 ; 2.552000 ; -2.42182 ; 26.637 ; OK
1277 ; 2.554000 ; -2.55662 ; 26.539 ; OK
1278 ; 2.556000 ; -1.28780 ; 26.639 ; OK
1279 ; 2.558000 ; -1.10882 ; 26.663 ; OK
1280 ; 2.560000 ; -0.60274 ; 26.563 ; OK
1281 ; 2.562000 ; -0.40682 ; 26.671 ; OK
1282 ; 2.564000 ; 0.40640 ; 26.636 ; OK
1283 ; 2.566000 ; -0.00645 ; 26.707 ; OK
1284 ; 2.568000 ; -0.10018 ; 26.634 ; OK
1285 ; 2.570000 ; -0.01371 ; 26.656 ; OK
1286 ; 2.572000 ; -0.45106 ; 26.622 ; OK
1287 ; 2.574000 ; -0.60188 ; 26.688 ; OK
1288 ; 2.576000 ; -0.82014 ; 26.754 ; OK
1289 ; 2.578000 ; -0.15479 ; 26.641 ; OK
1290 ; 2.580000 ; -0.26415 ; 26.701 ; OK
1291 ; 2.582000 ; 0.84052 ; 26.638 ; OK
1292 ; 2.584000 ; 1.34404 ; 26.677 ; OK
1293 ; 2.586000 ; 1.78703 ; 26.733 ; OK
1294 ; 2.588000 ; 2.03137 ; 26.727 ; OK
1295 ; 2.590000 ; 2.20880 ; 26.649 ; OK
1296 ; 2.592000 ; 1.94422 ; 26.708 ; OK
1297 ; 2.594000 ; 1.49001 ; 26.709 ; OK
1298 ; 2.596000 ; 0.97586 ; 26.742 ; OK
1299 ; 2.598000 ; 1.25778 ; 26.598 ; OK
1300 ; 2.600000 ; 0.78454 ; 26.742 ; OK
1301 ; 2.602000 ; 1.30732 ; 26.693 ; OK
1302 ; 2.604000 ; 1.64584 ; 26.791 ; OK
1303 ; 2.606000 ; 2.26161 ; 26.834 ; OK
1304 ; 2.608000 ; 2.73182 ; 26.719 ; OK
1305 ; 2.610000 ; 2.51827 ; 26.729 ; OK
1306 ; 2.612000 ; 2.52116 ; 26.691 ; OK
1307 ; 2.614000 ; 2.17533 ; 26.792 ; OK
1308 ; 2.616000 ; 2.10448 ; 26.776 ; OK
1309 ; 2.618000 ; 1.14198 ; 26.776 ; OK
1310 ; 2.620000 ; 0.62522 ; 26.684 ; OK
1311 ; 2.622000 ; 0.98391 ; 26.740 ; OK
1312 ; 2.624000 ; 0.59514 ; 26.791 ; OK
1313 ; 2.626000 ; 0.89931 ; 26.765 ; OK
1314 ; 2.628000 ; 1.42809 ; 26.654 ; OK
1315 ; 2.630000 ; 1.68371 ; 26.714 ; OK
1316 ; 2.632000 ; 1.34048 ; 26.730 ; OK
1317 ; 2.634000 ; 1.57936 ; 26.801 ; OK
1318 ; 2.636000 ; 0.70710 ; 26.820 ; OK
1319 ; 2.638000 ; 0.67812 ; 26.756 ; OK
1320 ; 2.640000 ; 0.25336 ; 26.747 ; OK
1321 ; 2.642000 ; -0.12413 ; 26.795 ; OK
1322 ; 2.644000 ; -0.66124 ; 26.829 ; OK
1323 ; 2.646000 ; -1.30958 ; 26.805 ; OK
1324 ; 2.648000 ; -0.66696 ; 26.756 ; OK
1325 ; 2.650000 ; -1.28783 ; 26.872 ; OK
1326 ; 2.652000 ; -0.13162 ; 26.855 ; OK
1327 ; 2.654000 ; -0.45856 ; 26.814 ; OK
1328 ; 2.656000 ; -0.47013 ; 26.813 ; OK
1329 ; 2.658000 ; -0.35269 ; 26.786 ; OK
1330 ; 2.660000 ; -1.05790 ; 26.869 ; OK
1331 ; 2.662000 ; -1.25736 ; 26.847 ; OK
1332 ; 2.664000 ; -1.67889 ; 26.730 ; OK
1333 ; 2.666000 ; -2.18716 ; 26.829 ; OK
1334 ; 2.668000 ; -2.93045 ; 26.791 ; OK
1335 ; 2.670000 ; -2.57629 ; 26.894 ; OK
1336 ; 2.672000 ; -2.16551 ; 26.947 ; OK
1337 ; 2.674000 ; -1.78070 ; 26.864 ; OK
1338 ; 2.676000 ; -1.73468 ; 26.915 ; OK
1339 ; 2.678000 ; -1.27198 ; 26.870 ; OK
1340 ; 2.680000 ; -1.04656 ; 26.760 ; OK
1341 ; 2.682000 ; -1.33813 ; 26.866 ; OK
1342 ; 2.684000 ; -1.92513 ; 26.855 ; OK
1343 ; 2.686000 ; -1.84505 ; 26.849 ; OK
1344 ; 2.688000 ; -1.81642 ; 26.950 ; OK
1345 ; 2.690000 ; -2.78049 ; 26.900 ; OK
1346 ; 2.692000 ; -2.69344 ; 26.918 ; OK
1347 ; 2.694000 ; -2.60546 ; 26.893 ; OK
1348 ; 2.696000 ; -1.70057 ; 26.857 ; OK
1349 ; 2.698000 ; -1.13556 ; 27.014 ; OK
1350 ; 2.700000 ; -1.10276 ; 26.862 ; OK
1351 ; 2.702000 ; 0.04366 ; 26.918 ; OK
1352 ; 2.704000 ; -0.17889 ; 26.871 ; OK
1353 ; 2.706000 ; -0.57990 ; 26.832 ; OK
1354 ; 2.708000 ; -0.01193 ; 26.832 ; OK
1355 ; 2.710000 ; -0.36367 ; 26.892 ; OK
1356 ; 2.712000 ; -1.10248 ; 26.923 ; OK
1357 ; 2.714000 ; -0.94485 ; 26.935 ; OK
1358 ; 2.716000 ; -0.39342 ; 26.889 ; OK
1359 ; 2.718000 ; -0.20511 ; 26.997 ; OK
1360 ; 2.720000 ; -0.07129 ; 27.005 ; OK
1361 ; 2.722000 ; 0.42845 ; 26.997 ; OK
1362 ; 2.724000 ; 1.28105 ; 27.013 ; OK
1363 ; 2.726000 ; 2.21706 ; 26.922 ; OK
1364 ; 2.728000 ; 1.91128 ; 26.910 ; OK
1365 ; 2.730000 ; 1.76138 ; 26.964 ; OK
1366 ; 2.732000 ; 1.35217 ; 27.045 ; OK
1367 ; 2.734000 ; 1.41994 ; 27.004 ; OK
1368 ; 2.736000 ; 0.86141 ; 26.967 ; OK
