time_s,mV
7.636111,-0.265766
7.638889,-0.209278
7.641667,-0.190655
7.644444,-0.154713
7.647222,-0.266002
7.65,-0.278323
7.652778,-0.354054
7.655556,-0.350696
7.658333,-0.2131
7.661111,-0.168513
7.663889,-0.195764
7.666667,-0.201335
7.669444,-0.271799
7.672222,-0.34823
7.675,-0.33007
7.677778,-0.273785
7.680556,-0.160126
7.683333,-0.103762
7.686111,-0.17815
7.688889,-0.335664
7.691667,-0.282817
7.694444,-0.308277
7.697222,-0.261121
7.7,-0.214729
7.702778,-0.144805
7.705556,-0.186
7.708333,-0.249247
7.711111,-0.333532
7.713889,-0.323547
7.716667,-0.212024
7.719444,-0.151028
7.722222,-0.187795
7.725,-0.178362
7.727778,-0.242895
7.730556,-0.277171
7.733333,-0.275897
7.736111,-0.278234
7.738889,-0.223706
7.741667,-0.21457
7.744444,-0.155665
7.747222,-0.191688
7.75,-0.331629
7.752778,-0.359012
7.755556,-0.310754
7.758333,-0.281071
7.761111,-0.217048
7.763889,-0.145269
7.766667,-0.247321
7.769444,-0.312873
7.772222,-0.344477
7.775,-0.302895
7.777778,-0.243491
7.780556,-0.150425
7.783333,-0.153496
7.786111,-0.15238
7.788889,-0.229509
7.791667,-0.341837
7.794444,-0.314947
7.797222,-0.248629
7.8,-0.151081
7.802778,-0.120104
7.805556,-0.122637
7.808333,-0.213818
7.811111,-0.276392
7.813889,-0.237538
7.816667,-0.277914
7.819444,-0.16822
7.822222,-0.061939
7.825,-0.0742
7.827778,-0.216806
7.830556,-0.224028
7.833333,-0.292735
7.836111,-0.262854
7.838889,-0.194003
7.841667,-0.117593
7.844444,-0.127397
7.847222,-0.176699
7.85,-0.289636
7.852778,-0.326534
7.855556,-0.294849
7.858333,-0.243129
7.861111,-0.147548
7.863889,-0.227342
7.866667,-0.288642
7.869444,-0.320222
7.872222,-0.378611
7.875,-0.319387
7.877778,-0.285622
7.880556,-0.260871
7.883333,-0.209695
7.886111,-0.293159
7.888889,-0.357221
7.891667,-0.43773
7.894444,-0.448186
7.897222,-0.376923
7.9,-0.154506
7.902778,0.082682
7.905556,0.28221
7.908333,0.438209
7.911111,0.569526
7.913889,0.539459
7.916667,0.542025
7.919444,0.382343
7.922222,0.121884
7.925,-0.068898
7.927778,-0.274755
7.930556,-0.528762
7.933333,-0.576563
7.936111,-0.52436
7.938889,-0.452593
7.941667,-0.31601
7.944444,-0.256092
7.947222,-0.250729
7.95,-0.31546
7.952778,-0.371083
7.955556,-0.31538
7.958333,-0.243247
7.961111,-0.178623
7.963889,-0.196024
7.966667,-0.264896
7.969444,-0.303227
7.972222,-0.358213
7.975,-0.278905
7.977778,-0.250435
7.980556,-0.175308
7.983333,-0.167853
7.986111,-0.121057
7.988889,-0.274333
7.991667,-0.308624
7.994444,-0.269917
7.997222,-0.258466
8.0,-0.111528
8.002778,-0.024798
8.005556,-0.148065
8.008333,-0.058041
8.011111,-0.222936
8.013889,-0.144248
8.016667,-0.083036
8.019444,-0.067731
8.022222,0.042972
8.025,0.035284
8.027778,-0.026619
8.030556,-0.075155
8.033333,-0.059645
8.036111,-0.052068
8.038889,0.042448
8.041667,0.093607
8.044444,0.078586
8.047222,0.040359
8.05,-0.0098
8.052778,-0.014135
8.055556,-0.053248
8.058333,-0.036133
8.061111,-0.009885
8.063889,0.136897
8.066667,0.08221
8.069444,-0.097095
8.072222,-0.143285
8.075,-0.11687
8.077778,-0.08194
8.080556,-0.017147
8.083333,-0.048883
8.086111,-0.103537
8.088889,-0.154784
8.091667,-0.196376
8.094444,-0.250679
8.097222,-0.159338
8.1,-0.145662
8.102778,-0.128221
8.105556,-0.147268
8.108333,-0.231706
8.111111,-0.226674
8.113889,-0.335224
8.116667,-0.294145
8.119444,-0.232146
8.122222,-0.129924
8.125,-0.206634
8.127778,-0.167604
8.130556,-0.324752
8.133333,-0.344666
8.136111,-0.297786
8.138889,-0.260759
8.141667,-0.205478
8.144444,-0.141364
8.147222,-0.263495
8.15,-0.300686
8.152778,-0.330246
8.155556,-0.389096
8.158333,-0.20414
8.161111,-0.19901
8.163889,-0.135168
8.166667,-0.244656
8.169444,-0.308951
8.172222,-0.339088
8.175,-0.34619
8.177778,-0.300633
8.180556,-0.161256
8.183333,-0.227031
8.186111,-0.267783
8.188889,-0.291034
8.191667,-0.337478
8.194444,-0.31765
8.197222,-0.230948
8.2,-0.238465
8.202778,-0.196054
8.205556,-0.191394
8.208333,-0.313405
8.211111,-0.318973
8.213889,-0.374236
8.216667,-0.302909
8.219444,-0.25181
8.222222,-0.182204
8.225,-0.186912
8.227778,-0.229919
8.230556,-0.33289
8.233333,-0.31837
8.236111,-0.31256
8.238889,-0.174388
8.241667,-0.170397
8.244444,-0.217156
8.247222,-0.2351
8.25,-0.284742
8.252778,-0.321998
8.255556,-0.337014
8.258333,-0.272693
8.261111,-0.266918
8.263889,-0.152652
8.266667,-0.18967
8.269444,-0.312811
8.272222,-0.366148
8.275,-0.319946
8.277778,-0.280828
8.280556,-0.195714
8.283333,-0.166059
8.286111,-0.187833
8.288889,-0.32323
8.291667,-0.260694
8.294444,-0.289096
8.297222,-0.274855
8.3,-0.206282
8.302778,-0.209837
8.305556,-0.218505
8.308333,-0.283835
8.311111,-0.336556
8.313889,-0.381442
8.316667,-0.289557
8.319444,-0.176116
8.322222,-0.191943
8.325,-0.158233
8.327778,-0.257255
8.330556,-0.323896
8.333333,-0.324384
8.336111,-0.301712
8.338889,-0.154828
8.341667,-0.169495
8.344444,-0.190192
8.347222,-0.215832
8.35,-0.290881
8.352778,-0.328318
8.355556,-0.294195
8.358333,-0.221382
8.361111,-0.190626
8.363889,-0.102032
8.366667,-0.191236
8.369444,-0.336365
8.372222,-0.339563
8.375,-0.343454
8.377778,-0.245116
8.380556,-0.22274
8.383333,-0.136081
8.386111,-0.217826
8.388889,-0.27404
8.391667,-0.342637
8.394444,-0.301331
8.397222,-0.232573
8.4,-0.158375
8.402778,-0.18178
8.405556,-0.230945
8.408333,-0.2334
8.411111,-0.292794
8.413889,-0.298936
8.416667,-0.244214
8.419444,-0.207206
8.422222,-0.134883
8.425,-0.153376
8.427778,-0.23713
8.430556,-0.225366
8.433333,-0.276804
8.436111,-0.278956
8.438889,-0.214963
8.441667,-0.090654
8.444444,-0.13515
8.447222,-0.229649
8.45,-0.273468
8.452778,-0.355287
8.455556,-0.271296
8.458333,-0.258921
8.461111,-0.139355
8.463889,-0.077332
8.466667,-0.196773
8.469444,-0.293975
8.472222,-0.243255
8.475,-0.276623
8.477778,-0.186466
8.480556,-0.130452
8.483333,-0.12297
8.486111,-0.179423
8.488889,-0.242552
8.491667,-0.247946
8.494444,-0.270437
8.497222,-0.194279
8.5,-0.178752
8.502778,-0.155359
8.505556,-0.180422
8.508333,-0.148392
8.511111,-0.253522
8.513889,-0.258568
8.516667,-0.258671
8.519444,-0.182371
8.522222,-0.122175
8.525,-0.115703
8.527778,-0.137724
8.530556,-0.235913
8.533333,-0.219353
8.536111,-0.242425
8.538889,-0.149568
8.541667,-0.101012
8.544444,-0.080574
8.547222,-0.159247
8.55,-0.22741
8.552778,-0.262246
8.555556,-0.21373
8.558333,-0.143015
8.561111,-0.097443
8.563889,-0.085577
8.566667,-0.105573
8.569444,-0.198907
8.572222,-0.266137
8.575,-0.259054
8.577778,-0.153818
8.580556,-0.107892
8.583333,-0.100897
8.586111,-0.125112
8.588889,-0.172062
8.591667,-0.286201
8.594444,-0.227955
8.597222,-0.141085
8.6,-0.123499
8.602778,-0.064754
8.605556,-0.071485
8.608333,-0.135953
8.611111,-0.180999
8.613889,-0.248858
8.616667,-0.124502
8.619444,-0.027928
8.622222,0.022042
8.625,0.019517
8.627778,-0.106011
8.630556,-0.101274
8.633333,-0.09891
8.636111,-0.14723
8.638889,-0.060822
8.641667,0.002233
8.644444,-0.026444
8.647222,-0.072037
8.65,-0.144329
8.652778,-0.173856
8.655556,-0.138291
8.658333,-0.073568
8.661111,-0.030812
8.663889,-0.010108
8.666667,-0.115123
8.669444,-0.151899
8.672222,-0.172581
8.675,-0.243716
8.677778,-0.153582
8.680556,-0.082132
8.683333,-0.042302
8.686111,-0.084895
8.688889,-0.149873
8.691667,-0.231045
8.694444,-0.181008
8.697222,-0.181526
8.7,-0.139052
8.702778,-0.062377
8.705556,-0.194819
8.708333,-0.201145
8.711111,-0.232558
8.713889,-0.110983
8.716667,0.094097
8.719444,0.456
8.722222,0.706185
8.725,0.93824
8.727778,0.801681
8.730556,0.542062
8.733333,0.285185
8.736111,0.071688
8.738889,-0.071028
8.741667,-0.19806
8.744444,-0.186421
8.747222,-0.301153
8.75,-0.353747
8.752778,-0.296597
8.755556,-0.172225
8.758333,-0.136208
8.761111,-0.055085
8.763889,0.015056
8.766667,-0.109222
8.769444,-0.139618
8.772222,-0.170075
8.775,-0.208853
8.777778,-0.059867
8.780556,-0.025609
8.783333,0.018432
8.786111,-0.059292
8.788889,-0.098275
8.791667,-0.102929
8.794444,-0.103652
8.797222,-0.080232
8.8,0.026559
8.802778,0.0592
8.805556,0.054115
8.808333,0.0246
8.811111,-0.047993
8.813889,0.013354
8.816667,0.035894
8.819444,0.11844
8.822222,0.239398
8.825,0.199376
8.827778,0.109807
8.830556,0.070279
8.833333,0.053977
8.836111,0.094882
8.838889,0.216387
8.841667,0.289196
8.844444,0.305921
8.847222,0.214674
8.85,0.210732
8.852778,0.16162
8.855556,0.162236
8.858333,0.298289
8.861111,0.275309
8.863889,0.28715
8.866667,0.286917
8.869444,0.193572
8.872222,0.089269
8.875,0.0897
8.877778,0.159212
8.880556,0.218323
8.883333,0.212145
8.886111,0.220967
8.888889,0.140012
8.891667,0.015413
8.894444,-0.004355
8.897222,0.072133
8.9,0.142359
8.902778,0.143023
8.905556,0.181538
8.908333,-0.004818
8.911111,-0.097495
8.913889,-0.075781
8.916667,-0.039109
8.919444,0.027378
8.922222,0.079405
8.925,0.032876
8.927778,-0.005134
8.930556,-0.052562
8.933333,-0.050517
8.936111,-0.00927
8.938889,-0.016399
8.941667,0.101798
8.944444,0.024886
8.947222,-0.025066
8.95,-0.11183
8.952778,-0.12521
8.955556,-0.090465
8.958333,-0.008918
8.961111,0.067826
8.963889,0.015221
8.966667,0.014687
8.969444,-0.021249
8.972222,-0.122961
8.975,-0.042663
8.977778,-0.022268
8.980556,0.043779
8.983333,0.062442
8.986111,0.035677
8.988889,-0.009895
8.991667,-0.0657
8.994444,-0.146774
8.997222,-0.041656
9.0,0.037629
9.002778,0.08563
9.005556,0.095171
9.008333,-0.048292
9.011111,-0.076127
9.013889,-0.064976
9.016667,-0.044852
9.019444,0.011179
9.022222,0.10395
9.025,-0.013102
9.027778,0.050836
9.030556,-0.024945
9.033333,-0.089329
9.036111,-0.035957
9.038889,0.038685
9.041667,0.117137
9.044444,0.103136
9.047222,0.035205
9.05,-0.023245
9.052778,-0.07722
9.055556,-0.030962
9.058333,0.064002
9.061111,0.108254
9.063889,0.072032
9.066667,0.040792
9.069444,-0.022469
9.072222,-0.051508
9.075,-0.006955
9.077778,-0.015944
9.080556,0.047224
9.083333,0.104988
9.086111,0.055251
9.088889,0.018203
9.091667,-0.061965
9.094444,-0.01426
9.097222,0.025852
9.1,0.094914
9.102778,0.171408
9.105556,0.092783
9.108333,0.008392
9.111111,-0.028841
9.113889,-0.049319
9.116667,0.028733
9.119444,0.0362
9.122222,0.098799
9.125,0.096361
9.127778,0.09999
9.130556,0.018504
9.133333,-0.071167
9.136111,0.071503
9.138889,0.101759
9.141667,0.072822
9.144444,0.1267
9.147222,0.051188
9.15,0.013164
9.152778,-0.007764
9.155556,0.009079
9.158333,0.08477
9.161111,0.12514
9.163889,0.156432
9.166667,0.095322
9.169444,0.010064
9.172222,0.011399
9.175,-0.001981
9.177778,0.069044
9.180556,0.138603
9.183333,0.193857
9.186111,0.095633
9.188889,-0.014089
9.191667,0.032142
9.194444,0.012565
9.197222,0.014109
9.2,0.143302
9.202778,0.163266
9.205556,0.096409
9.208333,0.043694
9.211111,0.010764
9.213889,0.022576
9.216667,0.118808
9.219444,0.131112
9.222222,0.160212
9.225,0.170381
9.227778,0.11607
9.230556,0.031454
9.233333,0.03432
9.236111,0.089222
9.238889,0.073383
9.241667,0.194176
9.244444,0.218808
9.247222,0.143613
9.25,0.058203
9.252778,0.039484
9.255556,0.05198
9.258333,0.088896
9.261111,0.143526
9.263889,0.2506
9.266667,0.123965
9.269444,0.061275
9.272222,0.026367
9.275,0.039186
9.277778,0.131394
9.280556,0.165184
9.283333,0.157182
9.286111,0.134654
9.288889,0.145411
9.291667,0.078055
9.294444,0.053413
9.297222,0.077501
9.3,0.1449
9.302778,0.182333
9.305556,0.157316
9.308333,0.142032
9.311111,0.096574
9.313889,0.079831
9.316667,0.161164
9.319444,0.18061
9.322222,0.164673
9.325,0.177387
9.327778,0.188719
9.330556,0.068405
9.333333,0.101102
9.336111,0.0714
9.338889,0.161276
9.341667,0.251022
9.344444,0.257738
9.347222,0.148016
9.35,0.119748
9.352778,0.073478
9.355556,0.096858
9.358333,0.126953
9.361111,0.20912
9.363889,0.264078
9.366667,0.229213
9.369444,0.131767
9.372222,0.04015
9.375,0.140238
9.377778,0.112878
9.380556,0.273786
9.383333,0.279333
9.386111,0.24779
9.388889,0.220498
9.391667,0.126857
9.394444,0.11205
9.397222,0.202736
9.4,0.217644
9.402778,0.311797
9.405556,0.283544
9.408333,0.232524
9.411111,0.158298
9.413889,0.171128
9.416667,0.256648
9.419444,0.289257
9.422222,0.310972
9.425,0.347797
9.427778,0.259631
9.430556,0.218179
9.433333,0.151128
9.436111,0.19506
9.438889,0.292279
9.441667,0.378903
9.444444,0.374002
9.447222,0.300925
9.45,0.175273
9.452778,0.186623
9.455556,0.154263
9.458333,0.237264
9.461111,0.288966
9.463889,0.296193
9.466667,0.258634
9.469444,0.204797
9.472222,0.181586
9.475,0.123324
9.477778,0.132702
9.480556,0.27936
9.483333,0.324004
9.486111,0.202156
9.488889,0.121211
9.491667,0.102154
9.494444,0.038172
9.497222,0.097544
9.5,0.150994
9.502778,0.220452
9.505556,0.302458
9.508333,0.408629
9.511111,0.59885
9.513889,0.822711
9.516667,1.050976
9.519444,1.228908
9.522222,1.17359
9.525,0.85742
9.527778,0.564877
9.530556,0.251128
9.533333,0.043428
9.536111,-0.061968
9.538889,0.046997
9.541667,0.119713
9.544444,0.173249
9.547222,0.159518
9.55,0.092403
9.552778,0.100198
9.555556,0.131208
9.558333,0.225894
9.561111,0.303473
9.563889,0.354962
9.566667,0.230801
9.569444,0.218951
9.572222,0.19115
9.575,0.165873
9.577778,0.318016
9.580556,0.336205
9.583333,0.35077
9.586111,0.356586
9.588889,0.310697
9.591667,0.214171
9.594444,0.218604
9.597222,0.26637
9.6,0.371832
9.602778,0.41725
9.605556,0.466971
9.608333,0.391068
9.611111,0.395502
9.613889,0.377282
9.616667,0.444231
9.619444,0.498784
9.622222,0.530913
9.625,0.553616
9.627778,0.490962
9.630556,0.466587
9.633333,0.435
9.636111,0.479588
9.638889,0.538215
9.641667,0.636371
9.644444,0.662853
9.647222,0.572527
9.65,0.478376
9.652778,0.508118
9.655556,0.506712
9.658333,0.585853
9.661111,0.639019
9.663889,0.564619
9.666667,0.538969
9.669444,0.480814
9.672222,0.420113
9.675,0.441011
9.677778,0.482315
9.680556,0.509732
9.683333,0.502478
9.686111,0.48985
9.688889,0.403265
9.691667,0.351637
9.694444,0.278009
9.697222,0.390447
9.7,0.456245
9.702778,0.41204
9.705556,0.381404
9.708333,0.30663
9.711111,0.210655
9.713889,0.19613
9.716667,0.280236
9.719444,0.337575
9.722222,0.35762
9.725,0.343527
9.727778,0.309768
9.730556,0.166751
9.733333,0.208726
9.736111,0.257905
9.738889,0.279654
9.741667,0.396978
9.744444,0.362893
9.747222,0.294699
9.75,0.311105
9.752778,0.22918
9.755556,0.28649
9.758333,0.260414
9.761111,0.377709
9.763889,0.423584
9.766667,0.306185
9.769444,0.242346
9.772222,0.22912
9.775,0.222456
9.777778,0.25476
9.780556,0.341142
9.783333,0.396792
9.786111,0.335011
9.788889,0.302449
9.791667,0.197497
9.794444,0.250434
9.797222,0.235635
9.8,0.330693
9.802778,0.371387
9.805556,0.324627
9.808333,0.264694
9.811111,0.231176
9.813889,0.262985
9.816667,0.29867
9.819444,0.308427
9.822222,0.412702
9.825,0.402892
9.827778,0.311121
9.830556,0.258734
9.833333,0.253472
9.836111,0.278918
9.838889,0.312366
9.841667,0.369388
9.844444,0.373478
9.847222,0.318817
9.85,0.27422
9.852778,0.226703
9.855556,0.233326
9.858333,0.367612
9.861111,0.423354
9.863889,0.354043
9.866667,0.384465
9.869444,0.329915
9.872222,0.184833
9.875,0.324798
9.877778,0.306732
9.880556,0.342486
9.883333,0.4263
9.886111,0.379025
9.888889,0.307958
9.891667,0.282769
9.894444,0.253073
9.897222,0.251707
9.9,0.356886
9.902778,0.387386
9.905556,0.350318
9.908333,0.328148
9.911111,0.261501
9.913889,0.24675
9.916667,0.294616
9.919444,0.296481
9.922222,0.359293
9.925,0.402946
9.927778,0.315753
9.930556,0.248681
9.933333,0.199373
9.936111,0.253043
9.938889,0.326122
9.941667,0.448708
9.944444,0.41784
9.947222,0.328245
9.95,0.272822
9.952778,0.20625
9.955556,0.255805
9.958333,0.373499
9.961111,0.404378
9.963889,0.394654
9.966667,0.335816
9.969444,0.247479
9.972222,0.209867
9.975,0.212322
9.977778,0.317739
9.980556,0.375548
9.983333,0.458717
9.986111,0.316892
9.988889,0.32542
9.991667,0.295004
9.994444,0.26495
9.997222,0.316589
10.0,0.414242
10.002778,0.398329
10.005556,0.390689
10.008333,0.363535
10.011111,0.297851
10.013889,0.27197
10.016667,0.302675
10.019444,0.372518
10.022222,0.47036
10.025,0.423026
10.027778,0.404253
10.030556,0.256823
10.033333,0.285702
10.036111,0.279512
10.038889,0.370933
10.041667,0.410578
10.044444,0.457751
10.047222,0.330979
10.05,0.302767
10.052778,0.263158
10.055556,0.290465
10.058333,0.361079
10.061111,0.443919
10.063889,0.431171
10.066667,0.404409
10.069444,0.298145
10.072222,0.228999
10.075,0.271717
10.077778,0.272191
10.080556,0.368991
10.083333,0.400616
10.086111,0.387997
10.088889,0.352235
10.091667,0.274895
10.094444,0.274627
10.097222,0.312703
10.1,0.361052
10.102778,0.436322
10.105556,0.475536
10.108333,0.392489
10.111111,0.238466
10.113889,0.297743
10.116667,0.274868
10.119444,0.41128
10.122222,0.40238
10.125,0.382446
10.127778,0.365152
10.130556,0.295233
10.133333,0.230861
10.136111,0.245232
10.138889,0.364041
10.141667,0.418516
10.144444,0.440367
10.147222,0.375758
10.15,0.334719
10.152778,0.249772
10.155556,0.287917
10.158333,0.352988
10.161111,0.450042
10.163889,0.436191
10.166667,0.446095
10.169444,0.32747
10.172222,0.286729
10.175,0.233083
10.177778,0.326202
10.180556,0.361577
10.183333,0.405399
10.186111,0.438709
10.188889,0.298889
10.191667,0.277778
10.194444,0.292839
10.197222,0.372672
10.2,0.401479
10.202778,0.397796
10.205556,0.375267
10.208333,0.401585
10.211111,0.305432
10.213889,0.295755
10.216667,0.303314
10.219444,0.376221
10.222222,0.516313
10.225,0.438675
10.227778,0.405642
10.230556,0.353308
10.233333,0.353204
10.236111,0.385253
10.238889,0.44763
10.241667,0.51027
10.244444,0.518261
10.247222,0.470342
10.25,0.400232
10.252778,0.286486
10.255556,0.414513
10.258333,0.447043
10.261111,0.49914
10.263889,0.470383
10.266667,0.443806
10.269444,0.384206
10.272222,0.284897
10.275,0.296258
10.277778,0.373582
10.280556,0.435296
10.283333,0.440751
10.286111,0.36773
10.288889,0.336871
10.291667,0.314924
10.294444,0.262977
10.297222,0.307076
10.3,0.405321
10.302778,0.438509
10.305556,0.437115
10.308333,0.310257
10.311111,0.258246
10.313889,0.287178
10.316667,0.287208
10.319444,0.323347
10.322222,0.346199
10.325,0.327164
10.327778,0.248106
10.330556,0.212579
10.333333,0.285536
10.336111,0.471937
10.338889,0.792138
10.341667,1.036587
10.344444,1.268688
10.347222,1.253777
10.35,1.201924
10.352778,1.007152
10.355556,0.833494
10.358333,0.589619
10.361111,0.44217
10.363889,0.260202
10.366667,0.19288
10.369444,0.142588
10.372222,0.057937
10.375,0.171335
10.377778,0.172622
10.380556,0.351708
10.383333,0.427517
10.386111,0.335465
10.388889,0.313241
10.391667,0.258516
10.394444,0.267762
10.397222,0.293338
10.4,0.364287
10.402778,0.383379
10.405556,0.392284
10.408333,0.305333
10.411111,0.281225
10.413889,0.323051
10.416667,0.304775
10.419444,0.419296
10.422222,0.477846
10.425,0.454454
10.427778,0.413061
10.430556,0.318577
10.433333,0.347614
10.436111,0.393049
10.438889,0.466575
10.441667,0.541923
10.444444,0.53341
10.447222,0.466555
10.45,0.400591
10.452778,0.427998
10.455556,0.456881
10.458333,0.553962
10.461111,0.563417
10.463889,0.70133
10.466667,0.578799
10.469444,0.504334
10.472222,0.507587
10.475,0.576053
10.477778,0.594045
10.480556,0.64175
10.483333,0.648373
10.486111,0.677322
10.488889,0.582138
10.491667,0.481572
10.494444,0.546436
10.497222,0.532546
10.5,0.64025
10.502778,0.634371
10.505556,0.589991
10.508333,0.559404
10.511111,0.446725
10.513889,0.440378
10.516667,0.485639
10.519444,0.535072
10.522222,0.529764
10.525,0.575518
10.527778,0.49401
10.530556,0.349218
10.533333,0.335742
10.536111,0.359804
10.538889,0.327278
10.541667,0.442998
10.544444,0.435548
10.547222,0.418242
10.55,0.222769
10.552778,0.20821
10.555556,0.279283
10.558333,0.338386
10.561111,0.394313
10.563889,0.425894
10.566667,0.394463
10.569444,0.281494
10.572222,0.244242
10.575,0.260233
10.577778,0.26572
10.580556,0.331029
10.583333,0.367697
10.586111,0.323205
10.588889,0.251852
10.591667,0.200616
10.594444,0.214816
10.597222,0.223075
10.6,0.305146
10.602778,0.392043
10.605556,0.286781
10.608333,0.274172
10.611111,0.201028
10.613889,0.233491
10.616667,0.262252
10.619444,0.256042
10.622222,0.361067
10.625,0.353417
10.627778,0.267368
10.630556,0.232984
10.633333,0.247588
10.636111,0.193154
10.638889,0.30491
10.641667,0.352807
10.644444,0.30921
10.647222,0.309845
10.65,0.232832
10.652778,0.215822
10.655556,0.252402
10.658333,0.256074
10.661111,0.368123
10.663889,0.315694
10.666667,0.326134
10.669444,0.226778
10.672222,0.236977
10.675,0.177372
10.677778,0.215665
10.680556,0.276277
10.683333,0.323164
10.686111,0.340865
10.688889,0.212891
10.691667,0.225021
10.694444,0.157757
10.697222,0.21485
10.7,0.273104
10.702778,0.327342
10.705556,0.309589
10.708333,0.255693
10.711111,0.217154
10.713889,0.243193
10.716667,0.172943
10.719444,0.268309
10.722222,0.323832
10.725,0.285659
10.727778,0.282598
10.730556,0.195224
10.733333,0.157422
10.736111,0.192537
10.738889,0.303355
10.741667,0.359837
10.744444,0.292423
10.747222,0.259689
10.75,0.175531
10.752778,0.161827
10.755556,0.193199
10.758333,0.205402
10.761111,0.279062
10.763889,0.344306
10.766667,0.276663
10.769444,0.222695
10.772222,0.096643
10.775,0.173908
10.777778,0.2508
10.780556,0.29299
10.783333,0.327768
10.786111,0.300553
10.788889,0.240384
10.791667,0.123309
10.794444,0.12469
10.797222,0.198556
10.8,0.236442
10.802778,0.292129
10.805556,0.301789
10.808333,0.179791
10.811111,0.113008
10.813889,0.101402
10.816667,0.192479
10.819444,0.227262
10.822222,0.318214
10.825,0.248232
10.827778,0.206658
10.830556,0.112432
10.833333,0.110921
10.836111,0.123673
10.838889,0.195501
10.841667,0.303847
10.844444,0.285067
10.847222,0.2058
10.85,0.205817
10.852778,0.072745
10.855556,0.135347
10.858333,0.148285
10.861111,0.248644
10.863889,0.269072
10.866667,0.192594
10.869444,0.139332
10.872222,0.113211
10.875,0.11817
10.877778,0.188954
10.880556,0.288142
10.883333,0.29177
10.886111,0.19862
10.888889,0.19831
10.891667,0.1022
10.894444,0.133639
10.897222,0.171547
10.9,0.206657
10.902778,0.262528
10.905556,0.221081
10.908333,0.186019
10.911111,0.114981
10.913889,0.020702
10.916667,0.135565
10.919444,0.189156
10.922222,0.262796
10.925,0.190996
10.927778,0.133531
10.930556,0.10362
10.933333,0.030526
10.936111,0.116815
10.938889,0.177451
10.941667,0.22576
10.944444,0.21992
10.947222,0.162517
10.95,0.11413
10.952778,0.067645
10.955556,0.139147
10.958333,0.146819
10.961111,0.207434
10.963889,0.222165
10.966667,0.229415
10.969444,0.149147
10.972222,0.026472
10.975,0.107115
10.977778,0.090362
10.980556,0.195229
10.983333,0.208115
10.986111,0.189528
10.988889,0.080422
10.991667,0.088868
10.994444,0.08267
10.997222,0.157896
11.0,0.166567
11.002778,0.182596
11.005556,0.196288
11.008333,0.117423
11.011111,0.102059
11.013889,0.094219
11.016667,0.073213
11.019444,0.124014
11.022222,0.232218
11.025,0.231384
11.027778,0.149222
11.030556,-0.006033
11.033333,-0.00314
11.036111,0.028795
11.038889,0.169123
11.041667,0.188772
11.044444,0.167644
11.047222,0.152389
11.05,0.095963
11.052778,0.046847
11.055556,0.019247
11.058333,0.126211
11.061111,0.128709
11.063889,0.13905
11.066667,0.14585
11.069444,0.014451
11.072222,0.053316
11.075,0.058251
11.077778,0.067934
11.080556,0.209225
11.083333,0.212678
11.086111,0.157255
11.088889,0.123097
11.091667,0.110241
11.094444,0.076204
11.097222,0.108787
11.1,0.190356
11.102778,0.180724
11.105556,0.220492
11.108333,0.136432
11.111111,0.114814
11.113889,0.038085
11.116667,0.172331
11.119444,0.265735
11.122222,0.195662
11.125,0.256928
11.127778,0.163787
11.130556,0.163343
11.133333,0.041223
11.136111,0.077232
11.138889,0.130805
11.141667,0.16786
11.144444,0.211694
11.147222,0.156533
11.15,0.071809
11.152778,-0.014779
11.155556,0.035007
11.158333,0.100802
11.161111,0.161913
11.163889,0.12365
11.166667,0.074115
11.169444,0.09219
11.172222,-0.086444
11.175,-0.013332
11.177778,0.050475
11.180556,0.082502
11.183333,0.186033
11.186111,0.057732
11.188889,0.000519
11.191667,-0.015566
11.194444,-0.096413
11.197222,-0.038649
11.2,-0.016894
11.202778,-0.014038
11.205556,0.037126
11.208333,-0.006685
11.211111,0.124811
11.213889,0.312276
11.216667,0.565935
11.219444,0.888522
11.222222,1.019463
11.225,0.995597
11.227778,0.886722
11.230556,0.56327
11.233333,0.33615
11.236111,0.105968
11.238889,-0.039243
11.241667,-0.072373
11.244444,-0.13861
11.247222,-0.151925
11.25,-0.246065
11.252778,-0.166097
11.255556,-0.097483
11.258333,-0.029409
11.261111,0.072271
11.263889,0.106274
11.266667,0.052722
11.269444,-0.01325
11.272222,-0.063755
11.275,-0.053702
11.277778,0.066465
11.280556,0.062021
11.283333,0.0528
11.286111,0.031355
11.288889,-0.018102
11.291667,-0.084837
11.294444,-0.035417
11.297222,0.011045
11.3,0.103548
11.302778,0.0711
11.305556,0.090634
11.308333,0.096249
11.311111,-0.049281
11.313889,-0.001997
11.316667,0.093556
11.319444,0.104778
11.322222,0.177945
11.325,0.159153
11.327778,0.184565
11.330556,0.102724
11.333333,0.141222
11.336111,0.096231
11.338889,0.170945
11.341667,0.276793
11.344444,0.230215
11.347222,0.288048
11.35,0.126273
11.352778,0.169076
11.355556,0.214785
11.358333,0.245349
11.361111,0.295222
11.363889,0.374319
11.366667,0.252428
11.369444,0.232851
11.372222,0.139515
11.375,0.140133
11.377778,0.216632
11.380556,0.276687
11.383333,0.260092
11.386111,0.197796
11.388889,0.16673
11.391667,0.04622
11.394444,0.070453
11.397222,0.130162
11.4,0.134163
11.402778,0.18989
11.405556,0.148876
11.408333,0.039605
11.411111,-0.029337
11.413889,-0.021598
11.416667,-0.015966
11.419444,0.0274
11.422222,0.045648
11.425,0.043477
11.427778,-0.024754
11.430556,-0.053438
